Country,Arts,Biology,Biomedical Research,Chemistry,Clinical Medicine,Earth and Space,Engineering and Technology,Health,Humanities,Mathematics,Physics,Professional Fields,Psychology,Social Sciences
Ethiopia,1,1,0,0,1,1,0,1,0,1,0,1,0,1
Fiji,0,1,0,0,0,1,0,1,1,0,0,0,1,1
Finland,0,0,1,0,1,0,0,1,0,0,0,0,0,0
France,0,0,1,1,1,0,0,0,0,1,1,0,0,0
French-Guiana,0,1,0,0,1,1,0,0,0,0,0,0,0,0
French-Polynesia,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Gabon,0,1,1,1,0,0,0,0,0,0,0,0,1,0
Gambia,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Germany,0,0,0,1,1,0,1,0,0,1,0,0,0,0
Greece,0,0,0,0,1,1,0,0,0,1,1,0,0,1
Guadeloupe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,0,1,1,0,1,0,0,0,0,0,0,0,1,1
Guinea,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Guyana,0,1,0,0,0,0,0,0,1,0,0,1,0,1
Haiti,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Hong-Kong,0,1,0,0,1,0,0,0,1,1,0,0,0,1
Hungary,0,0,1,1,0,0,1,0,0,1,0,0,0,0
Iceland,0,0,1,0,1,1,0,0,0,1,0,0,1,0
India,0,1,1,1,0,0,1,0,0,0,1,0,0,0
Indonesia,1,1,0,0,1,1,0,0,1,0,0,0,0,1
Iran,0,1,0,0,1,1,1,1,0,1,0,0,0,0
Iraq,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Ireland,0,1,0,0,1,0,0,0,1,1,0,0,0,1
Israel,0,1,1,0,1,0,0,0,0,1,1,0,0,1
Italy,0,0,1,1,1,0,0,0,0,0,1,0,0,0
Ivory Coast,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jamaica,0,1,0,0,1,1,0,1,1,0,0,0,0,1
Japan,0,1,0,1,0,0,1,0,0,0,1,0,0,0
Jordan,0,1,0,1,0,0,1,0,1,0,0,1,0,1
Kenya,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Kuwait,0,0,0,1,1,0,0,0,0,1,0,0,0,1
Laos,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lesotho,0,0,1,1,0,1,0,0,0,0,0,1,0,1
Libya,1,1,0,1,0,0,1,0,0,1,1,0,0,1
Liechtenstein,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Lithuania,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,1,0,1,0,0,0,0,1,1,1
Madagascar,0,1,1,0,0,1,0,0,1,0,0,0,0,1
Malawi,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Malaysia,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Maldives,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Mali,0,1,1,0,1,0,0,0,0,0,0,0,0,1
Malta,0,1,1,0,1,0,0,1,1,1,0,0,0,0
Marshall Islands,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mauritania,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mauritius,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Mexico,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Monaco,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Mongolia,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Morocco,0,1,1,0,1,1,0,0,0,1,0,0,0,1
Mozambique,0,1,0,1,1,1,0,0,0,0,0,0,1,0
Namibia,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Nepal,0,1,0,0,1,0,0,0,0,1,0,1,0,1
Netherlands,0,1,1,1,0,0,0,0,0,0,1,0,0,0
Netherlands-Antilles,0,1,0,0,1,1,1,0,0,0,0,0,0,1
New Zealand,0,1,0,0,0,1,0,0,1,0,0,0,0,1
New-Caledonia,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Nicaragua,0,1,0,0,0,0,0,0,1,0,0,1,1,1
Niger,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Nigeria,1,1,0,0,1,0,0,0,1,0,0,1,0,1
North Korea,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Oman,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pakistan,1,1,1,1,0,0,0,0,0,1,1,0,0,0
Palau,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Papua New Guinea,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Paraguay,0,1,0,0,1,0,0,0,1,0,0,0,1,0
People's Republic of Congo,0,1,1,0,0,1,0,0,1,1,0,0,0,1
Peru,0,1,1,0,1,1,0,0,1,0,0,0,1,1
Philippines,1,1,0,0,0,0,0,0,1,0,0,0,0,1
Poland,0,0,1,1,0,0,1,0,0,1,1,0,0,0
Portugal,0,0,1,0,1,0,0,0,0,1,1,0,0,0
Qatar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Republic of Serbia,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Reunion,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Romania,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Russia,0,0,1,1,0,1,1,0,0,0,1,0,0,0
Rwanda,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Saint-Vincent-et-les-Grenadines,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,0,1,0,0,1,0,0,0,0,0,0,0,0,0
San Marino,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Senegal,0,1,1,0,1,1,0,0,0,1,0,0,1,1
Seychelles,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sierra Leone,0,1,0,0,0,1,0,0,1,1,0,0,0,1
Singapore,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Slovakia,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Solomon Islands,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Somalia,0,1,0,0,1,0,0,0,0,0,0,0,0,0
South Africa,0,1,0,0,1,1,0,0,0,0,0,0,0,0
South Korea,0,1,0,0,0,0,1,1,1,1,1,0,0,1
Spain,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Sri Lanka,0,1,0,0,1,0,0,1,1,0,0,0,0,1
St-Lucia,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sudan,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Suriname,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Swaziland,0,1,0,0,0,0,0,0,1,0,0,1,1,1
Sweden,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,1,1,0,0,1,0,0,1,0,0,0
Syria,0,1,1,0,0,1,0,0,1,0,0,0,0,1
Taiwan,0,1,0,1,0,0,0,0,1,1,1,0,1,1
Tanzania,0,1,0,0,1,0,0,0,0,0,0,1,0,1
Thailand,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Togo,1,1,1,0,1,0,0,0,0,1,0,0,0,1
Tonga,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Tunisia,1,1,0,1,1,0,0,0,0,1,0,0,0,0
Turkey,0,0,0,0,1,0,1,0,0,1,1,0,0,1
Uganda,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Ukraine,0,0,0,0,0,0,0,0,0,0,1,0,0,0
United Arab Emirates,0,0,0,0,1,1,1,0,0,0,0,0,0,0
United Arab Republic,0,1,0,1,0,0,1,0,0,0,0,0,0,0
United Kingdom,1,1,1,0,1,0,1,1,1,0,0,0,0,1
United States,1,1,0,0,0,1,0,1,1,1,0,1,1,1
Uruguay,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Uzbekistan,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vanuatu,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Vatican,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Venezuela,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Vietnam,1,0,0,0,1,0,0,1,1,1,1,0,1,0
Yemen,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Yugoslavia,1,0,0,1,0,0,1,0,0,0,1,0,0,0
Zambia,1,1,0,0,1,1,0,0,1,0,0,0,0,1
Zimbabwe,0,1,0,0,1,0,0,0,1,0,0,0,0,1
