Country,Arts,Biology,Biomedical Research,Chemistry,Clinical Medicine,Earth and Space,Engineering and Technology,Health,Humanities,Mathematics,Physics,Professional Fields,Psychology,Social Sciences
Ireland,1,1,0,0,1,0,0,0,1,1,0,0,0,1
Israel,0,1,0,0,1,0,0,0,1,1,0,1,1,1
Italy,0,0,0,1,1,0,0,0,0,1,1,0,0,0
Ivory Coast,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Jamaica,0,1,0,0,1,0,0,0,1,0,0,1,0,1
Japan,0,1,1,1,0,0,1,0,0,0,1,0,0,0
Jordan,0,1,0,1,0,1,1,1,1,1,0,0,0,1
Kenya,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Kiribati,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Kuwait,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Laos,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lesotho,0,1,0,0,0,1,0,0,1,1,0,1,0,1
Libya,0,1,0,1,1,1,1,0,0,1,0,0,0,0
Liechtenstein,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Luxembourg,0,0,0,0,1,0,1,0,1,0,0,1,0,1
Macau,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Madagascar,0,1,0,0,1,1,0,0,1,0,0,0,0,1
Malawi,0,1,0,0,0,1,0,1,1,0,0,0,0,1
Malaysia,0,1,0,1,0,0,0,1,0,1,0,0,0,1
Maldives,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mali,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Malta,0,1,0,0,1,0,0,0,1,1,0,1,0,1
Marshall Islands,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mauritania,0,1,0,0,1,1,1,0,0,0,0,0,0,1
Mauritius,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Mexico,0,1,0,0,1,1,0,0,1,1,1,0,0,0
Monaco,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mongolia,0,1,1,1,0,1,0,0,0,0,1,0,0,0
Morocco,0,1,0,1,1,1,0,0,1,1,0,0,0,0
Mozambique,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Namibia,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Nepal,0,1,0,0,0,1,0,1,0,0,0,1,1,1
Netherlands,0,0,1,0,1,1,0,0,0,0,0,0,1,0
Netherlands-Antilles,0,1,1,0,1,0,0,0,0,0,0,0,0,0
New Zealand,0,1,0,0,0,1,0,1,1,0,0,0,1,0
New-Caledonia,0,1,0,1,1,1,0,1,0,0,0,0,0,0
Nicaragua,0,1,0,0,0,1,0,0,1,0,0,1,0,1
Niger,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Nigeria,0,1,0,0,1,1,0,1,1,0,0,1,0,1
Niue,0,0,0,0,1,0,0,0,0,0,0,0,0,0
North Korea,1,1,0,1,0,0,1,0,0,0,0,1,0,1
Norway,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Oman,0,1,0,0,0,1,1,0,0,1,0,1,0,1
Pakistan,0,1,0,1,0,0,0,0,0,0,1,0,0,1
Palau,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Panama,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Papua New Guinea,0,1,0,0,1,1,0,0,0,0,0,1,0,1
Paraguay,0,1,0,0,1,0,0,0,1,0,0,1,0,1
People's Republic of Congo,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Peru,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Philippines,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Poland,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Portugal,1,0,0,1,0,1,1,0,0,1,1,0,0,0
Qatar,0,1,0,0,1,0,1,0,0,0,0,0,1,0
Republic of Serbia,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reunion,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Romania,0,0,0,1,0,0,1,0,1,1,1,0,0,0
Russia,0,0,1,1,0,1,0,0,0,0,1,0,0,0
Rwanda,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Samoa,0,1,0,0,1,0,0,0,0,0,0,0,0,1
San Marino,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Senegal,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Senegambia,0,1,1,0,1,1,0,0,0,0,0,0,1,1
Seychelles,0,1,1,0,0,0,1,1,0,0,0,0,0,0
Sierra Leone,0,1,0,0,0,0,0,1,1,0,0,0,0,1
Singapore,0,0,0,0,1,0,1,0,0,1,0,1,0,1
Slovakia,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Slovenia,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Solomon Islands,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Somalia,0,1,0,0,1,0,0,0,1,0,0,0,0,1
South Africa,0,1,0,0,1,1,0,0,0,0,0,0,0,0
South Korea,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Spain,0,0,1,1,1,0,0,0,1,1,0,0,0,0
Sri Lanka,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Sudan,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Suriname,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Swaziland,0,1,0,0,0,0,0,1,1,0,0,0,1,1
Sweden,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Switzerland,0,0,1,0,1,0,0,1,0,0,1,0,0,0
Syria,1,1,0,0,0,0,1,0,1,1,0,0,0,0
Taiwan,0,1,0,1,0,0,1,0,0,1,1,0,0,1
Tanzania,0,1,0,0,1,0,0,1,0,0,0,1,0,1
Thailand,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Togo,0,1,0,0,1,1,0,0,1,0,0,1,0,0
Tonga,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Trinidad and Tobago,0,1,0,0,0,1,1,0,1,1,0,0,0,1
Tunisia,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Turkey,0,0,0,1,1,1,1,0,0,1,1,0,0,0
Uganda,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Ukraine,0,0,0,0,0,0,1,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,1,0,1,1,1,0,1,0,0,0,0
United Kingdom,1,0,1,0,1,0,1,1,1,0,0,1,0,1
United States,1,0,0,0,1,1,1,1,1,0,0,1,1,1
Uruguay,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Vanuatu,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vatican,1,0,0,0,0,1,0,0,1,0,1,0,0,1
Venezuela,1,1,1,1,0,1,0,0,0,1,1,0,0,0
Vietnam,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Yemen,0,1,0,0,0,1,1,1,0,1,0,1,0,1
Yugoslavia,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Zambia,1,1,0,0,1,1,0,1,1,0,0,1,0,1
Zimbabwe,0,1,0,0,1,0,0,1,0,0,0,0,0,1
