Country,Arts,Biology,Biomedical Research,Chemistry,Clinical Medicine,Earth and Space,Engineering and Technology,Health,Humanities,Mathematics,Physics,Professional Fields,Psychology,Social Sciences
Guinea-Bissau,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Guyana,0,1,0,0,1,1,0,1,1,0,0,1,0,1
Haiti,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Hungary,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Iceland,0,1,0,0,0,1,0,1,1,0,0,1,1,1
India,0,1,0,1,0,1,1,0,0,0,1,0,0,0
Indonesia,0,1,0,0,0,1,1,0,0,0,0,1,0,1
Iran,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Iraq,0,0,0,1,0,1,1,0,0,0,1,0,0,0
Ireland,1,1,1,0,1,0,0,1,1,0,0,1,1,1
Israel,0,0,0,0,1,0,0,1,1,1,1,1,1,1
Italy,1,0,0,0,1,1,0,0,1,1,0,0,0,0
Ivory Coast,0,1,1,0,1,0,0,1,0,0,0,0,0,1
Jamaica,0,1,0,0,1,1,0,1,1,0,0,1,0,1
Japan,0,0,1,1,1,0,0,0,0,0,1,0,0,0
Jordan,0,1,0,0,0,1,1,1,0,1,0,0,0,0
Kazakhstan,0,0,0,1,0,1,1,0,1,1,1,0,0,1
Kenya,0,1,1,0,1,1,0,1,0,0,0,0,0,1
Kiribati,0,1,0,0,1,1,0,1,0,0,0,0,0,1
Kuwait,0,0,0,0,1,0,1,0,0,1,0,1,0,0
Kyrgyzstan,0,1,0,0,0,1,0,0,1,1,1,0,1,1
Laos,0,1,1,0,1,1,0,1,0,0,0,0,0,1
Latvia,1,1,0,1,0,0,1,0,0,1,1,0,0,1
Lesotho,0,1,0,0,0,0,0,1,1,0,0,1,0,1
Libya,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Liechtenstein,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Lithuania,0,1,0,0,0,1,1,0,1,1,1,0,0,1
Luxembourg,0,0,1,0,0,0,1,0,1,1,0,1,1,1
Macau,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Macedonia,1,1,0,1,0,1,1,0,0,1,0,0,0,1
Madagascar,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Malawi,0,1,1,0,1,0,0,1,0,0,0,0,0,1
Malaysia,0,1,1,1,0,0,1,0,0,0,0,1,0,0
Maldives,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Mali,1,1,1,0,1,0,0,1,0,0,0,0,0,1
Malta,1,1,0,0,1,0,0,1,1,1,0,1,1,1
Marshall Islands,0,1,1,0,0,0,0,1,0,1,0,0,1,1
Mauritania,0,1,0,0,0,1,0,1,1,1,0,0,0,0
Mauritius,0,1,0,1,0,1,0,0,1,1,0,1,0,1
Mexico,0,1,0,0,0,1,0,0,0,1,1,0,0,0
Monaco,0,1,1,0,1,1,0,0,0,0,0,1,0,0
Mongolia,0,1,1,0,0,1,0,1,0,1,0,0,0,1
Montenegro,1,1,0,0,0,0,1,0,1,1,0,0,0,1
Morocco,0,1,0,1,0,1,1,0,0,1,1,0,0,0
Mozambique,0,1,1,0,1,1,0,1,0,0,0,0,0,1
Namibia,0,1,1,0,0,1,0,1,0,0,0,0,0,1
Nauru,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Nepal,0,1,0,0,1,1,0,1,0,0,0,0,0,1
Netherlands,1,0,1,0,1,0,0,1,1,0,0,1,1,1
Netherlands-Antilles,0,1,1,0,1,1,0,1,0,0,0,0,1,1
New Zealand,1,1,0,0,0,1,0,1,1,0,0,1,1,1
New-Caledonia,0,1,1,0,0,1,0,1,0,0,0,0,0,0
Nicaragua,0,1,1,0,1,1,0,1,0,0,0,1,0,1
Niger,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Nigeria,0,1,0,0,1,1,0,1,0,0,0,0,0,1
Niue,0,0,0,0,0,1,0,0,0,0,0,0,0,1
North Korea,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Norway,1,1,0,0,1,1,0,1,1,0,0,1,1,1
Oman,0,1,0,0,0,1,1,1,0,1,0,1,0,0
Pakistan,0,1,0,1,0,0,1,0,0,1,1,0,0,0
Palau,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Palestine,1,0,0,1,0,1,1,1,0,0,1,0,1,0
Panama,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Papua New Guinea,0,1,1,0,1,1,0,1,1,0,0,0,0,1
Paraguay,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Peru,1,1,0,0,1,1,0,1,1,0,0,1,0,1
Philippines,0,1,0,0,0,1,0,1,1,0,0,1,0,1
Poland,0,1,0,1,0,1,1,0,0,1,1,0,0,0
Portugal,1,1,0,1,0,1,1,0,0,1,0,1,1,1
Qatar,1,0,0,0,0,0,1,1,1,0,0,1,0,1
Republic of Kosovo,0,0,0,0,1,1,0,1,1,1,0,0,0,1
Republic of Serbia,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Reunion,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Romania,0,0,0,1,0,1,1,0,1,1,1,0,0,1
Russia,0,0,0,1,0,1,0,0,0,1,1,0,0,0
Rwanda,1,1,0,0,1,0,0,1,0,0,0,1,0,1
Saint-Vincent-et-les-Grenadines,0,0,1,0,1,0,0,1,0,1,0,1,1,0
Samoa,0,1,0,0,0,0,0,1,1,0,0,1,0,1
San Marino,1,0,1,0,0,0,1,0,1,0,0,0,0,0
Sao Tome & Principe,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Saudi Arabia,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Senegal,0,1,1,0,1,1,0,1,0,1,0,0,0,1
Seychelles,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Sierra Leone,0,1,1,0,1,0,0,1,0,0,0,0,0,1
Singapore,0,0,1,1,0,0,1,0,0,0,1,1,0,1
Slovakia,1,1,0,1,0,1,1,0,1,1,1,0,0,1
Slovenia,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Solomon Islands,0,1,0,0,1,1,0,1,0,0,0,1,0,1
Somalia,0,0,0,0,1,1,0,1,0,0,0,1,0,1
South Africa,1,1,0,0,0,1,0,1,1,0,0,1,1,1
South Korea,0,0,1,1,1,0,1,0,0,0,1,0,0,0
South Sudan,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Spain,1,1,0,0,0,1,0,0,1,1,0,1,1,1
Sri Lanka,0,1,1,0,1,1,0,1,0,0,0,0,0,0
St-Lucia,0,1,1,0,1,0,0,1,1,0,0,0,0,1
Sudan,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Suriname,0,1,0,0,1,1,0,1,1,0,0,1,0,1
Swaziland,1,1,0,0,0,0,0,1,1,1,0,1,1,1
Sweden,0,0,1,0,1,0,0,1,1,0,0,1,1,1
Switzerland,1,0,1,0,1,1,0,0,0,0,1,0,1,1
Syria,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Taiwan,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Tajikistan,1,0,0,1,0,1,0,0,0,1,1,0,0,0
Tanzania,0,1,1,0,1,1,0,1,0,0,0,1,0,1
Thailand,0,1,1,1,1,0,1,0,0,0,0,0,0,0
Togo,0,1,0,0,1,0,0,1,1,0,0,0,0,1
Tonga,0,1,0,0,0,0,0,1,0,0,0,1,1,1
Trinidad and Tobago,0,1,0,0,1,1,0,1,0,0,0,1,1,1
Tunisia,0,1,0,1,0,1,1,0,0,1,1,0,0,0
Turkey,0,1,0,0,1,0,1,0,0,1,0,1,0,1
Turkmenistan,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Tuvalu,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Uganda,0,1,1,0,1,0,0,1,0,0,0,0,0,1
Ukraine,0,0,0,1,0,0,1,0,0,1,1,0,0,0
United Arab Emirates,1,0,0,0,0,1,1,0,0,1,0,1,0,1
United Kingdom,1,0,1,0,1,1,0,1,1,0,0,1,1,1
United States,1,0,1,0,1,0,0,1,1,0,0,1,1,1
Uruguay,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Uzbekistan,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Vanuatu,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Vatican,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Venezuela,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Vietnam,0,1,0,0,0,0,1,0,0,1,1,0,0,0
Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yemen,0,0,0,0,1,1,1,1,0,0,1,0,0,0
Zambia,0,1,1,0,1,0,0,1,1,0,0,0,0,1
Zimbabwe,1,1,0,0,0,1,0,1,1,0,0,1,0,1
