Country,Arts,Biology,Biomedical Research,Chemistry,Clinical Medicine,Earth and Space,Engineering and Technology,Health,Humanities,Mathematics,Physics,Professional Fields,Psychology,Social Sciences
Comoros,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Congo,0,1,0,0,1,1,0,1,0,0,0,0,0,0
Cook Islands,0,1,0,0,1,1,0,0,0,0,0,1,0,1
Costa Rica,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,1,0,0,1,0,0,1,0,0,1,0,0,0,1
Cuba,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Cyprus,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Czech Republic,0,1,0,1,0,1,0,0,1,1,1,0,0,1
Czechoslovakia,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Denmark,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Djibouti,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Dominican Republic,1,1,0,0,1,0,0,0,1,0,0,1,0,1
Ecuador,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Egypt,0,1,0,1,0,1,1,0,0,0,0,0,0,0
El Salvador,0,1,0,0,0,1,1,0,1,0,0,1,0,1
Equatorial Guinea,0,1,0,0,1,1,1,0,0,0,0,0,0,1
Eritrea,0,1,0,0,0,1,1,1,0,0,0,0,1,0
Estonia,0,1,0,1,0,1,1,0,0,1,1,0,0,0
Ethiopia,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Fiji,0,1,0,0,0,1,0,0,1,0,0,1,0,1
Finland,0,1,0,0,1,0,0,1,0,0,0,0,0,0
France,0,0,1,1,1,1,0,0,1,1,1,0,0,0
French-Guiana,0,1,0,0,1,1,0,0,0,0,0,0,0,0
French-Polynesia,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gabon,0,1,0,0,1,1,0,0,1,0,0,0,0,0
Gambia,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Georgia,0,0,0,1,0,1,0,0,0,1,1,0,0,0
Germany,0,0,0,1,1,0,0,0,0,1,1,0,0,0
Greece,0,1,0,1,0,1,1,0,0,1,0,0,0,0
Grenada,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Guadeloupe,0,1,1,0,1,1,0,0,0,1,0,0,0,0
Guatemala,0,1,1,0,1,0,0,1,0,0,0,0,1,1
Guinea,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Guinea-Bissau,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Guyana,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Haiti,0,0,0,0,1,0,0,1,1,0,0,0,0,1
Hong-Kong,0,0,0,0,1,0,1,0,0,1,0,1,1,1
Hungary,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Iceland,0,1,0,0,1,1,0,1,1,0,0,0,1,1
India,0,1,0,1,0,1,1,0,0,0,1,0,0,0
Indonesia,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Iran,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Iraq,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Ireland,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Israel,1,1,0,0,1,0,0,0,1,1,1,1,1,1
Italy,0,0,0,1,1,1,0,0,0,1,1,0,0,0
Ivory Coast,0,1,0,0,1,1,0,1,0,0,0,0,0,1
Jamaica,0,1,0,0,1,1,0,1,1,0,0,1,0,1
Japan,0,0,1,1,1,0,1,0,0,0,1,0,0,0
Jordan,0,1,0,1,0,1,1,0,0,1,0,0,0,1
Kazakhstan,0,0,0,1,0,1,0,0,0,1,1,0,0,0
Kenya,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kuwait,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Kyrgyzstan,0,0,1,1,0,1,0,0,1,0,1,0,0,0
Laos,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Latvia,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Lesotho,0,1,0,0,0,0,1,1,1,1,0,1,1,1
Libya,0,1,0,1,1,0,1,1,0,1,0,0,0,0
Liechtenstein,0,0,0,1,0,0,1,1,1,0,1,0,0,0
Lithuania,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Luxembourg,0,1,0,0,1,0,1,0,1,0,0,1,0,1
Macau,0,0,0,0,0,0,1,0,0,1,0,0,1,1
Macedonia,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Madagascar,0,1,0,0,1,1,0,0,1,1,0,0,0,0
Malawi,0,1,0,0,1,0,0,1,0,0,0,1,0,1
Malaysia,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Maldives,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mali,1,1,0,0,1,0,0,1,0,0,0,0,0,1
Malta,0,0,0,0,0,1,0,1,1,1,0,1,0,1
Marshall Islands,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Mauritania,0,1,0,0,1,0,0,0,1,1,0,1,0,1
Mauritius,0,1,0,0,0,0,1,1,0,1,0,0,0,0
Mexico,0,1,0,0,0,1,0,1,0,0,1,0,0,0
Monaco,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Mongolia,0,1,1,0,0,1,0,0,0,0,1,0,0,1
Montenegro,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Morocco,0,1,0,1,0,1,0,0,0,1,1,0,0,0
Mozambique,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Namibia,0,1,0,0,0,1,0,0,0,0,0,1,1,1
Nepal,0,1,0,0,1,1,0,1,0,0,0,0,1,1
Netherlands,0,1,1,0,1,1,0,0,0,0,0,0,1,1
Netherlands-Antilles,0,1,0,0,1,0,0,1,0,0,0,0,1,0
New Zealand,0,1,0,0,0,1,0,1,1,0,0,1,1,1
New-Caledonia,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Nicaragua,0,1,0,0,0,1,0,1,1,0,0,1,0,1
Niger,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Nigeria,0,1,0,0,1,1,0,1,1,0,0,1,0,1
North Korea,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Norway,0,1,0,0,1,1,0,1,0,0,0,0,1,1
Oman,0,1,0,0,1,1,1,0,0,1,0,0,0,0
Pakistan,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Palau,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Papua New Guinea,1,1,0,0,1,0,0,0,0,0,0,1,0,1
Paraguay,1,1,0,0,1,0,0,0,0,0,0,0,0,1
People's Republic of Congo,0,1,0,0,1,1,0,1,0,0,0,0,0,1
Peru,0,1,1,0,1,0,0,1,1,0,0,0,0,1
Philippines,1,1,0,0,0,1,0,1,0,0,0,0,0,1
Poland,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Portugal,1,1,0,1,0,0,1,0,0,1,1,0,0,0
Qatar,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Republic of Serbia,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Reunion,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Romania,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Russia,0,0,0,1,0,1,1,0,0,1,1,0,0,0
Rwanda,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Saint-Vincent-et-les-Grenadines,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Samoa,0,1,0,0,0,1,0,0,0,0,0,0,0,0
San Marino,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Sao Tome & Principe,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Senegal,0,1,1,0,1,1,0,1,0,0,0,0,0,1
Senegambia,0,1,1,0,1,0,0,0,1,0,0,0,0,0
Seychelles,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Sierra Leone,0,1,0,0,1,0,0,1,1,0,0,0,0,1
Singapore,0,0,0,0,0,0,1,0,0,1,0,1,0,1
Slovakia,0,1,0,1,0,0,0,0,1,1,0,0,1,1
Slovenia,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Solomon Islands,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Somalia,0,1,0,1,1,0,0,1,0,0,0,0,0,0
South Africa,0,1,0,0,0,1,0,0,1,0,0,0,1,1
South Korea,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Spain,0,1,0,1,0,0,0,0,1,1,0,0,0,0
Sri Lanka,1,1,0,0,0,1,0,1,0,0,0,0,0,1
St-Lucia,0,1,0,0,0,0,0,1,1,0,0,1,0,0
Sudan,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Suriname,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Swaziland,0,1,0,0,0,0,0,1,1,1,1,0,0,1
Sweden,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Switzerland,0,0,1,1,1,0,0,0,0,0,1,0,0,0
Syria,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Taiwan,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Tajikistan,0,0,1,1,0,1,0,0,0,1,1,0,0,0
Tanzania,0,1,0,0,1,1,0,1,0,0,0,0,0,1
Thailand,0,1,0,0,1,1,1,1,0,0,0,0,0,0
Togo,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Tonga,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Trinidad and Tobago,1,1,0,0,0,0,0,0,1,0,0,1,0,1
Tunisia,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Turkey,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Turkmenistan,0,1,0,1,0,1,0,0,0,1,1,0,0,0
Tuvalu,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Uganda,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Ukraine,0,0,0,1,0,0,1,0,0,1,1,0,0,0
United Arab Emirates,0,0,0,0,1,1,1,1,0,0,0,0,0,0
United Kingdom,1,0,1,0,1,1,0,1,1,0,0,1,1,1
United States,1,0,1,0,1,1,0,1,1,0,0,1,1,1
Uruguay,0,1,1,0,1,1,0,0,0,1,0,0,0,0
Uzbekistan,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Vanuatu,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Vatican,1,0,0,0,0,1,0,0,1,0,1,0,0,0
Venezuela,0,1,1,1,0,1,0,0,0,1,0,0,0,0
Vietnam,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Yemen,0,1,0,1,0,1,1,0,0,1,0,0,0,1
Yugoslavia,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Zambia,0,1,0,0,1,0,0,1,0,0,0,1,0,1
Zimbabwe,0,1,0,0,1,1,0,1,0,0,0,0,0,1
