Country,Arts,Biology,Biomedical Research,Chemistry,Clinical Medicine,Earth and Space,Engineering and Technology,Health,Humanities,Mathematics,Physics,Professional Fields,Psychology,Social Sciences
Cuba,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Cyprus,1,0,0,0,0,0,1,1,1,1,0,1,1,1
Czech Republic,1,1,1,1,0,1,0,0,1,1,0,0,0,1
Denmark,0,1,1,0,1,1,0,1,0,0,0,1,0,1
Djibouti,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Dominican Republic,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Ecuador,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Egypt,0,0,0,1,1,0,1,0,0,1,0,0,0,0
El Salvador,0,1,0,0,1,1,0,1,1,0,0,0,1,1
Equatorial Guinea,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Eritrea,0,1,1,0,0,1,0,1,1,0,0,1,0,1
Estonia,1,1,0,0,0,1,0,0,1,0,0,1,0,1
Ethiopia,0,1,0,0,1,1,0,1,0,0,0,0,0,1
Fiji,0,1,0,0,0,1,1,1,1,0,0,1,0,1
Finland,0,1,1,0,1,1,0,1,0,0,0,1,1,1
France,1,0,1,0,1,1,0,0,1,1,1,0,0,0
French-Guiana,0,1,1,0,1,0,0,1,0,0,0,0,0,0
French-Polynesia,0,1,0,0,0,1,0,0,1,1,0,0,0,0
Gabon,0,1,1,0,1,0,0,0,1,1,0,0,0,0
Gambia,1,0,1,0,1,0,0,1,0,0,0,0,0,0
Georgia,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Germany,1,0,1,1,1,1,0,0,0,0,1,0,1,0
Greece,0,0,0,0,1,1,1,0,0,1,0,1,0,0
Grenada,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Guadeloupe,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Guatemala,0,1,1,0,1,0,0,1,0,0,0,0,0,1
Guinea,1,1,1,0,1,0,0,0,0,0,0,0,1,0
Guinea-Bissau,0,1,1,0,1,0,0,1,0,0,0,0,0,1
Guyana,0,1,1,1,0,0,0,1,1,0,0,1,0,1
Haiti,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Hungary,1,1,1,1,0,0,0,0,1,1,0,0,0,0
Iceland,0,1,0,0,0,1,0,1,1,0,0,1,1,1
India,0,1,0,1,0,1,1,0,0,0,1,0,0,0
Indonesia,0,1,0,0,0,1,1,0,0,0,0,0,0,1
Iran,0,1,0,1,0,0,1,0,0,1,0,0,0,0
Iraq,0,0,0,1,1,1,1,0,0,0,1,0,0,0
Ireland,1,1,1,0,1,0,0,1,1,0,0,1,0,1
Israel,0,0,1,0,1,0,0,1,1,1,1,1,1,1
Italy,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Ivory Coast,0,1,1,0,1,1,0,1,0,1,0,0,0,0
Jamaica,0,0,0,0,1,0,0,1,1,0,0,0,0,1
Japan,0,0,1,1,1,0,1,0,0,0,1,0,0,0
Jordan,1,1,0,1,0,1,1,1,0,1,0,0,0,0
Kazakhstan,0,0,0,1,0,1,0,0,0,1,1,0,0,1
Kenya,0,1,1,0,1,0,0,1,0,0,0,0,0,1
Kiribati,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Kyrgyzstan,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Laos,1,1,0,0,1,1,0,1,0,0,0,0,0,1
Latvia,1,0,0,1,0,0,1,0,0,1,1,0,0,1
Lesotho,0,1,0,0,0,0,0,1,1,1,0,1,0,1
Libya,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Liechtenstein,1,0,0,1,1,0,1,0,0,0,0,1,0,0
Lithuania,0,0,0,0,0,0,1,0,1,1,1,0,0,1
Luxembourg,0,1,1,0,0,1,1,0,0,1,0,1,1,1
Macedonia,0,1,0,1,0,1,1,0,1,1,0,0,0,0
Madagascar,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Malawi,0,1,1,0,1,1,0,1,0,0,0,0,0,1
Malaysia,0,1,1,1,0,0,1,0,0,0,0,1,0,0
Maldives,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Mali,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Malta,1,1,0,0,1,1,0,1,1,1,0,1,1,1
Marshall Islands,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Mauritania,0,1,1,1,0,1,0,1,0,1,0,0,0,1
Mauritius,0,1,0,1,0,1,0,0,0,1,0,1,0,1
Mexico,0,1,0,0,0,1,0,0,0,1,1,0,0,0
Monaco,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Mongolia,0,1,1,0,0,1,0,1,0,1,0,0,0,0
Montenegro,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Morocco,0,0,0,1,1,1,0,0,0,1,1,0,0,0
Mozambique,0,1,1,0,1,1,0,1,0,0,0,0,0,1
Namibia,1,1,0,0,0,1,0,1,1,0,0,1,0,1
Nauru,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nepal,0,1,0,0,1,1,0,1,0,0,0,0,0,1
Netherlands,1,0,1,0,1,0,0,1,0,0,0,1,1,1
Netherlands-Antilles,0,1,1,0,1,1,0,0,0,0,0,0,0,0
New Zealand,1,1,0,0,0,1,0,1,1,0,0,1,1,1
New-Caledonia,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Nicaragua,0,1,0,0,0,1,0,1,0,0,0,1,0,1
Niger,0,1,1,0,1,1,0,0,0,0,0,0,0,1
Nigeria,0,1,1,0,1,0,0,1,0,0,0,1,0,1
North Korea,0,1,0,1,0,0,1,0,0,1,1,0,0,0
Norway,1,1,0,0,1,1,0,1,1,0,0,1,1,1
Oman,0,1,0,0,0,1,1,0,0,1,0,0,0,0
Pakistan,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Palau,0,1,1,0,0,1,0,1,0,0,0,0,0,0
Palestine,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Panama,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Papua New Guinea,1,1,0,0,1,0,0,1,1,0,0,0,0,1
Paraguay,1,1,0,0,1,0,0,1,0,0,0,0,0,1
Peru,0,1,0,0,1,1,0,1,1,0,0,1,0,1
Philippines,1,1,1,0,0,1,0,1,1,0,0,1,0,1
Poland,0,1,0,1,0,1,1,0,0,1,1,0,0,0
Portugal,1,1,0,1,0,1,1,0,0,1,0,0,0,0
Qatar,1,0,0,0,1,0,1,0,1,1,0,0,0,0
Republic of Kosovo,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Republic of Serbia,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Reunion,1,1,1,0,0,1,0,0,1,1,0,0,0,0
Romania,0,0,0,1,0,1,1,0,1,1,1,0,0,1
Russia,0,0,0,1,0,1,0,0,0,1,1,0,0,0
Rwanda,0,1,1,0,1,1,0,1,0,0,0,1,1,1
Saint-Vincent-et-les-Grenadines,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Samoa,0,1,0,0,0,1,0,0,0,0,0,0,0,1
San Marino,0,0,0,0,0,0,1,1,1,0,0,1,0,1
Sao Tome & Principe,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Saudi Arabia,0,0,0,1,1,0,1,0,0,1,0,0,0,0
Senegal,0,1,1,0,1,1,0,1,1,1,0,0,0,1
Seychelles,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Sierra Leone,0,1,1,0,1,0,0,1,0,0,0,1,0,1
Singapore,0,0,1,1,0,0,1,0,0,0,1,1,0,0
Slovakia,0,1,0,1,0,1,1,0,1,1,1,0,0,1
Slovenia,1,0,0,0,0,0,1,0,1,1,0,1,0,1
Solomon Islands,0,1,0,0,1,1,0,1,0,0,0,1,1,1
Somalia,0,1,0,0,1,0,0,1,0,0,0,0,0,1
South Africa,1,1,0,0,0,1,0,1,1,1,0,1,1,1
South Korea,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Spain,1,1,0,1,0,1,0,0,1,1,0,1,0,1
Sri Lanka,0,1,1,0,1,1,0,1,0,0,0,0,0,1
St-Lucia,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Sudan,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Suriname,0,1,0,0,1,1,0,0,0,1,0,0,0,0
Swaziland,0,1,0,0,0,1,0,1,0,1,0,1,0,1
Sweden,0,0,1,0,1,0,0,1,0,0,0,1,0,1
Switzerland,1,0,1,0,1,1,0,0,0,0,0,0,1,1
Syria,0,1,0,1,0,1,1,0,0,0,1,0,0,0
Taiwan,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Tajikistan,0,0,0,1,0,1,0,1,0,1,1,0,0,0
Tanzania,1,1,0,0,1,1,0,1,0,0,0,0,0,1
Thailand,0,1,1,1,1,0,1,0,0,0,0,0,0,0
Togo,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tonga,0,0,1,0,1,0,0,1,0,0,0,0,1,1
Trinidad and Tobago,0,1,0,0,1,1,0,1,1,0,0,1,0,1
Tunisia,0,1,0,0,0,1,1,0,0,1,0,0,0,0
Turkey,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Turkmenistan,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Tuvalu,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Uganda,0,1,1,0,1,0,0,1,0,0,0,1,0,1
Ukraine,0,0,0,1,0,0,1,0,0,1,1,0,0,1
United Arab Emirates,1,0,0,0,0,0,1,0,0,1,0,1,0,1
United Kingdom,1,0,1,0,1,1,0,1,1,0,0,1,1,1
United States,1,0,1,0,1,0,0,1,1,0,0,1,1,1
Uruguay,0,1,1,0,0,1,0,0,0,1,0,0,0,0
Uzbekistan,0,0,0,1,0,1,0,0,0,1,1,0,0,0
Vanuatu,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Vatican,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Venezuela,0,1,1,0,0,0,0,0,1,1,0,0,0,1
Vietnam,0,1,0,0,0,0,0,1,0,1,1,0,0,0
Yemen,0,1,0,1,1,1,0,0,0,1,0,0,0,0
Zambia,0,1,1,0,1,0,0,1,0,0,0,1,0,1
Zimbabwe,1,1,0,0,0,1,0,1,1,1,0,0,1,1
